"PermanentID","latitude","longitude","grupo_espacial","To_keep"
"GF04004608S",4.19652,-52.152224,567,"no"
"GF04004605S",5.065288,-52.997022,568,"no"
"GF04004604S",5.068006,-53.054934,569,"no"
"GF04004601S",4.194585,-52.149037,570,"no"
"GF04004597S",4.21005375,-52.12883125,571,"no"
"GF04004594S",4.21021725,-52.1233245,572,"no"
"GF04004589S",5.04114,-53.100134,573,"no"
"GF04004585S",5.068781,-53.056027,574,"no"
"GF04004584S",3.96630099,-51.89163601,575,"no"
"GF04004583S",4.196059,-52.148993,576,"no"
"GF04004577S",4.095999962,-52.68384998,577,"no"
"GF04004573S",5.073928,-52.973993,579,"no"
"GF04004552S",4.196503,-52.151028,581,"no"
"GF04004551S",4.2054915,-52.136187,582,"no"
"GF04004536S",4.196944,-52.128885,583,"no"
"GF04004511S",4.19067,-52.146816,584,"no"
"GF04004506S",4.208558667,-52.13127867,585,"no"
"GF04004498S",4.18836,-52.141249,586,"no"
"GF04004451S",4.189703,-52.144105,587,"no"
"GF04004407S",4.189338,-52.142207,588,"no"
"GF04001161S",19.29652,-97.0047,589,"no"
"GF04001158S",17.38509,-96.22688,590,"no"
"GF04001156S",17.37688,-96.213,591,"no"
"GF04001149S",19.29606,-97.00654,592,"no"
"GF04001145S",17.36591,-96.23128,593,"no"
"GF04001140S",8.45721,-82.15692,594,"no"
"GF04001126S",8.45321,-82.14422,595,"no"
"GF04001114S",8.39397,-82.12919,596,"no"
"GF04001111S",8.40428,-82.13047,597,"no"
"GF03008885S",-20.158914,-41.020625,599,"no"
"GF03008881S",-20.437333,-41.182483,600,"no"
"GF03008880S",-20.166429,-41.037463,601,"no"
"GF03008878S",-20.53164,-41.080126,602,"no"
"GF03008875S",-20.32622,-41.107041,603,"no"
"GF03008864S",-20.316887,-41.121482,604,"no"
"GF03008863S",-20.555586,-41.0831,605,"no"
"GF03008858S",-20.161705,-41.026062,606,"no"
"GF03008839S",11.55251389,-72.90038889,607,"no"
"GF03008838S",11.55316667,-72.90097222,608,"no"
"GF03008243S",18.586562,-95.074537,609,"no"
"GF03008240S",18.586593,-95.075541,610,"no"
"GF03008239S",18.581609,-95.075404,611,"no"
"GF03008238S",18.583915,-95.077315,612,"no"
"GF03008237S",18.586236,-95.080201,613,"no"
"GF03008236S",18.586446,-95.076718,614,"no"
"GF03008232S",18.583467,-95.074334,615,"no"
"GF03008212S",18.586075,-95.078019,616,"no"
"GF03008200S",18.582401,-95.074666,617,"no"
"GF03008178S",18.586562,-95.07918,618,"no"
"GF03007161S",-35.5986111,-57.9455556,619,"no"
"GF03007160S",-35.7502778,-58.0394444,620,"no"
"GF03007159S",-35.7608333,-58.0605556,621,"no"
"GF03006842S",10.27,-84.16,622,"no"
"GF01018336S",10.91849666,-85.61330665,623,"no"
"GF01018335S",10.8484067,-85.61342036,624,"no"
"GF01018334S",10.84189631,-85.61131922,625,"no"
"GF01018332S",10.86503544,-85.57414825,626,"no"
"GF01018331S",10.86989124,-85.59982895,627,"no"
"GF01018330S",10.86153383,-85.57554606,628,"no"
"GF01018328S",10.92035724,-85.61286802,629,"no"
"GF01018324S",10.86928313,-85.59733458,630,"no"
"GF01016214S",-54.7592,-68.29712,631,"no"
"GF01016213S",-54.56778,-67.2395,632,"no"
"GF01016212S",-54.766,-68.32727,633,"no"
"GF01016211S",-54.74377,-68.32022,634,"no"
"GF01016208S",-54.34722,-68.82348,635,"no"
"GF01016207S",-54.75887,-68.34527,636,"no"
"GF01016206S",-54.35392,-68.82118,637,"no"
"GF01016205S",-54.61025,-67.24725,638,"no"
"GF01016199S",-54.58998,-67.24298,639,"no"
"GF01016198S",-54.57708,-67.22173,640,"no"
"GF01016194S",-54.34212,-68.82703,641,"no"
"GF01016189S",-54.3735,-68.80555,642,"no"
"GF01016183S",-54.57917,-67.22317,643,"no"
"GF01016182S",-54.76438,-68.32678,644,"no"
"GF01016179S",-54.35932,-68.83732,645,"no"
"GF01016175S",-54.59147,-67.24283,646,"no"
"GF01016169S",-54.37533,-68.80772,647,"no"
"GF01016167S",-54.74555,-68.3207,648,"no"
"GF01014458S",29.71003,-82.47547,649,"no"
"GF01014245S",29.73961,-82.23083,650,"no"
"GF01013587S",5.266007883,-59.765625,651,"no"
"GF01009654S",-3.833,-73.5979,655,"no"
"GF01009653S",-4.1291,-73.4707,656,"no"
"GF01009652S",-3.8918,-73.5603,657,"no"
"GF01009651S",-4.8793,-73.6479,658,"no"
"GF01009649S",-4.9336,-73.7221,659,"no"
"GF01009647S",-4.8997,-73.6299,660,"no"
"GF01009632S",-3.9758,-73.427,661,"no"
"GF01008023S",-40.79,-72.95,662,"no"
"GF01005263S",31,-83,663,"no"
"GF01005261S",29,-82,664,"no"
"GF01005144S",10.35,-61.27,665,"no"
"GF01005142S",10.38,-61.28,666,"no"
"GF01005141S",10.48,-61.1,667,"no"
"GF01005139S",10.47,-61.1,668,"no"
"GF01005137S",10.48,-61.11,669,"no"
"GF01005134S",10.46,-61.1,670,"no"
"GF01005129S",10.38,-61.29,671,"no"
"GF01005014S",-54.77,-69.77,672,"no"
"GF01005013S",-54.68,-69.38,673,"no"
"GF01003480S",-54.0089,-38.0662,674,"no"
"GF01000702S",-25.833,-53.93231,675,"no"
"GF01000701S",-27.10304,-55.31535,676,"no"
"GF01000700S",-25.85444,-53.93086,677,"no"
"GF01000699S",-25.79449,-53.97408,678,"no"
"GF01000698S",-26.99299,-55.2336,679,"no"
"GF01000696S",-27.13835,-55.4242,680,"no"
"GF01000695S",-25.86694,-54.17972,681,"no"
"GF01000693S",-25.83451,-53.93188,682,"no"
