"","new.ID","PermanentID","sequencing_platform","NEF.dataset"
"2358","NEF_GloFung-its1_651_2017","GF01013531S","454Roche","ITS1"
"2359","NEF_GloFung-its1_651_2017","GF01013530S","454Roche","ITS1"
"2360","NEF_GloFung-its1_651_2017","GF01013529S","454Roche","ITS1"
"2361","NEF_GloFung-its1_651_2017","GF01013528S","454Roche","ITS1"
"2362","NEF_GloFung-its1_651_2017","GF01013527S","454Roche","ITS1"
"2363","NEF_GloFung-its1_651_2017","GF01013526S","454Roche","ITS1"
"2364","NEF_GloFung-its1_651_2017","GF01013525S","454Roche","ITS1"
"2365","NEF_GloFung-its1_651_2017","GF01013524S","454Roche","ITS1"
"2366","NEF_GloFung-its1_651_2017","GF01013523S","454Roche","ITS1"
"2367","NEF_GloFung-its1_651_2017","GF01013522S","454Roche","ITS1"
"2368","NEF_GloFung-its1_651_2017","GF01013521S","454Roche","ITS1"
"2369","NEF_GloFung-its1_651_2017","GF01013520S","454Roche","ITS1"
"2370","NEF_GloFung-its1_651_2017","GF01013519S","454Roche","ITS1"
"2371","NEF_GloFung-its1_651_2017","GF01013518S","454Roche","ITS1"
"2372","NEF_GloFung-its1_651_2017","GF01013517S","454Roche","ITS1"
"2373","NEF_GloFung-its1_651_2017","GF01013516S","454Roche","ITS1"
"2374","NEF_GloFung-its1_651_2017","GF01013515S","454Roche","ITS1"
"2375","NEF_GloFung-its1_651_2017","GF01013514S","454Roche","ITS1"
"2376","NEF_GloFung-its1_651_2017","GF01013513S","454Roche","ITS1"
"2377","NEF_GloFung-its1_651_2017","GF01013512S","454Roche","ITS1"
"2378","NEF_GloFung-its1_651_2017","GF01013511S","454Roche","ITS1"
"2379","NEF_GloFung-its1_651_2017","GF01013510S","454Roche","ITS1"
"2380","NEF_GloFung-its1_651_2017","GF01013509S","454Roche","ITS1"
"2381","NEF_GloFung-its1_651_2017","GF01013508S","454Roche","ITS1"
"2382","NEF_GloFung-its1_288_2018","GF01013441S","Illumina","ITS1"
"2383","NEF_GloFung-its1_288_2018","GF01013440S","Illumina","ITS1"
"2384","NEF_GloFung-its1_288_2018","GF01013439S","Illumina","ITS1"
"2385","NEF_GloFung-its1_288_2018","GF01013438S","Illumina","ITS1"
"2386","NEF_GloFung-its1_288_2018","GF01013437S","Illumina","ITS1"
"2387","NEF_GloFung-its1_288_2018","GF01013436S","Illumina","ITS1"
"2388","NEF_GloFung-its1_288_2018","GF01013435S","Illumina","ITS1"
"2389","NEF_GloFung-its1_288_2018","GF01013434S","Illumina","ITS1"
"2390","NEF_GloFung-its1_288_2018","GF01013433S","Illumina","ITS1"
"2391","NEF_GloFung-its1_288_2018","GF01013432S","Illumina","ITS1"
"2392","NEF_GloFung-its1_288_2018","GF01013431S","Illumina","ITS1"
"2393","NEF_GloFung-its1_288_2018","GF01013430S","Illumina","ITS1"
"2394","NEF_GloFung-its1_288_2018","GF01013429S","Illumina","ITS1"
"2395","NEF_GloFung-its1_288_2018","GF01013428S","Illumina","ITS1"
"2396","NEF_GloFung-its1_288_2018","GF01013427S","Illumina","ITS1"
"2397","NEF_GloFung-its1_288_2018","GF01013426S","Illumina","ITS1"
"2398","NEF_GloFung-its1_288_2018","GF01013425S","Illumina","ITS1"
"2399","NEF_GloFung-its1_288_2018","GF01013424S","Illumina","ITS1"
"2400","NEF_GloFung-its1_288_2018","GF01013423S","Illumina","ITS1"
"2401","NEF_GloFung-its1_288_2018","GF01013422S","Illumina","ITS1"
"2402","NEF_GloFung-its1_288_2018","GF01013421S","Illumina","ITS1"
"2403","NEF_GloFung-its1_288_2018","GF01013420S","Illumina","ITS1"
"2404","NEF_GloFung-its1_288_2018","GF01013419S","Illumina","ITS1"
"2405","NEF_GloFung-its1_288_2018","GF01013418S","Illumina","ITS1"
"2406","NEF_GloFung-its1_288_2018","GF01013417S","Illumina","ITS1"
"2407","NEF_GloFung-its1_288_2018","GF01013416S","Illumina","ITS1"
"2408","NEF_GloFung-its1_288_2018","GF01013415S","Illumina","ITS1"
"2409","NEF_GloFung-its1_288_2018","GF01013414S","Illumina","ITS1"
"2410","NEF_GloFung-its1_288_2018","GF01013413S","Illumina","ITS1"
"2411","NEF_GloFung-its1_288_2018","GF01013412S","Illumina","ITS1"
"2412","NEF_GloFung-its1_288_2018","GF01013411S","Illumina","ITS1"
"2413","NEF_GloFung-its1_288_2018","GF01013410S","Illumina","ITS1"
"2414","NEF_GloFung-its1_288_2018","GF01013409S","Illumina","ITS1"
"2415","NEF_GloFung-its1_288_2018","GF01013408S","Illumina","ITS1"
"2416","NEF_GloFung-its1_288_2018","GF01013407S","Illumina","ITS1"
"2417","NEF_GloFung-its1_288_2018","GF01013406S","Illumina","ITS1"
"2418","NEF_GloFung-its1_288_2018","GF01013405S","Illumina","ITS1"
"2419","NEF_GloFung-its1_288_2018","GF01013404S","Illumina","ITS1"
"2420","NEF_GloFung-its1_288_2018","GF01013403S","Illumina","ITS1"
"2421","NEF_GloFung-its1_288_2018","GF01013402S","Illumina","ITS1"
"2422","NEF_GloFung-its1_288_2018","GF01013401S","Illumina","ITS1"
"2423","NEF_GloFung-its1_288_2018","GF01013400S","Illumina","ITS1"
"2424","NEF_GloFung-its1_288_2018","GF01013399S","Illumina","ITS1"
"2425","NEF_GloFung-its1_288_2018","GF01013398S","Illumina","ITS1"
"2426","NEF_GloFung-its1_288_2018","GF01013397S","Illumina","ITS1"
"2427","NEF_GloFung-its1_288_2018","GF01013396S","Illumina","ITS1"
"2428","NEF_GloFung-its1_288_2018","GF01013395S","Illumina","ITS1"
"2429","NEF_GloFung-its1_288_2018","GF01013394S","Illumina","ITS1"
"2430","NEF_GloFung-its1_288_2018","GF01013393S","Illumina","ITS1"
"2431","NEF_GloFung-its1_288_2018","GF01013392S","Illumina","ITS1"
"2432","NEF_GloFung-its1_288_2018","GF01013391S","Illumina","ITS1"
"2433","NEF_GloFung-its1_288_2018","GF01013390S","Illumina","ITS1"
"2434","NEF_GloFung-its1_288_2018","GF01013389S","Illumina","ITS1"
"2435","NEF_GloFung-its1_288_2018","GF01013388S","Illumina","ITS1"
"2436","NEF_GloFung-its1_288_2018","GF01013387S","Illumina","ITS1"
"2437","NEF_GloFung-its1_288_2018","GF01013386S","Illumina","ITS1"
"2438","NEF_GloFung-its1_288_2018","GF01013385S","Illumina","ITS1"
"2439","NEF_GloFung-its1_288_2018","GF01013384S","Illumina","ITS1"
"2440","NEF_GloFung-its1_288_2018","GF01013383S","Illumina","ITS1"
"2441","NEF_GloFung-its1_288_2018","GF01013382S","Illumina","ITS1"
"2442","NEF_GloFung-its1_288_2018","GF01013381S","Illumina","ITS1"
"2443","NEF_GloFung-its1_288_2018","GF01013380S","Illumina","ITS1"
"2444","NEF_GloFung-its1_288_2018","GF01013379S","Illumina","ITS1"
"2445","NEF_GloFung-its1_288_2018","GF01013378S","Illumina","ITS1"
"2446","NEF_GloFung-its1_288_2018","GF01013377S","Illumina","ITS1"
"2447","NEF_GloFung-its1_288_2018","GF01013376S","Illumina","ITS1"
"2448","NEF_GloFung-its1_288_2018","GF01013375S","Illumina","ITS1"
"2449","NEF_GloFung-its1_288_2018","GF01013374S","Illumina","ITS1"
"2450","NEF_GloFung-its1_288_2018","GF01013373S","Illumina","ITS1"
"2451","NEF_GloFung-its1_288_2018","GF01013372S","Illumina","ITS1"
"2452","NEF_GloFung-its1_288_2018","GF01013371S","Illumina","ITS1"
"2453","NEF_GloFung-its1_288_2018","GF01013370S","Illumina","ITS1"
"2454","NEF_GloFung-its1_288_2018","GF01013369S","Illumina","ITS1"
"2455","NEF_GloFung-its1_288_2018","GF01013368S","Illumina","ITS1"
"2456","NEF_GloFung-its1_288_2018","GF01013367S","Illumina","ITS1"
"2457","NEF_GloFung-its1_288_2018","GF01013366S","Illumina","ITS1"
"2458","NEF_GloFung-its1_288_2018","GF01013365S","Illumina","ITS1"
"2459","NEF_GloFung-its1_288_2018","GF01013364S","Illumina","ITS1"
"2460","NEF_GloFung-its1_288_2018","GF01013363S","Illumina","ITS1"
"2461","NEF_GloFung-its1_288_2018","GF01013362S","Illumina","ITS1"
"2462","NEF_GloFung-its1_288_2018","GF01013361S","Illumina","ITS1"
"2463","NEF_GloFung-its1_288_2018","GF01013360S","Illumina","ITS1"
"2464","NEF_GloFung-its1_288_2018","GF01013359S","Illumina","ITS1"
"2465","NEF_GloFung-its1_288_2018","GF01013358S","Illumina","ITS1"
"2466","NEF_GloFung-its1_288_2018","GF01013357S","Illumina","ITS1"
"2467","NEF_GloFung-its1_288_2018","GF01013356S","Illumina","ITS1"
"2468","NEF_GloFung-its1_288_2018","GF01013355S","Illumina","ITS1"
"2469","NEF_GloFung-its1_288_2018","GF01013354S","Illumina","ITS1"
"2470","NEF_GloFung-its1_288_2018","GF01013353S","Illumina","ITS1"
"2471","NEF_GloFung-its1_288_2018","GF01013352S","Illumina","ITS1"
"2472","NEF_GloFung-its1_288_2018","GF01013351S","Illumina","ITS1"
"2473","NEF_GloFung-its1_288_2018","GF01013350S","Illumina","ITS1"
"2474","NEF_GloFung-its1_288_2018","GF01013349S","Illumina","ITS1"
"2475","NEF_GloFung-its1_288_2018","GF01013348S","Illumina","ITS1"
"2476","NEF_GloFung-its1_288_2018","GF01013347S","Illumina","ITS1"
"2477","NEF_GloFung-its1_288_2018","GF01013346S","Illumina","ITS1"
"2478","NEF_GloFung-its1_288_2018","GF01013345S","Illumina","ITS1"
"2479","NEF_GloFung-its1_288_2018","GF01013344S","Illumina","ITS1"
"2480","NEF_GloFung-its1_288_2018","GF01013343S","Illumina","ITS1"
"2481","NEF_GloFung-its1_288_2018","GF01013342S","Illumina","ITS1"
"2482","NEF_GloFung-its1_288_2018","GF01013341S","Illumina","ITS1"
"2483","NEF_GloFung-its1_288_2018","GF01013340S","Illumina","ITS1"
"2484","NEF_GloFung-its1_288_2018","GF01013339S","Illumina","ITS1"
"2485","NEF_GloFung-its1_288_2018","GF01013338S","Illumina","ITS1"
"2486","NEF_GloFung-its1_288_2018","GF01013337S","Illumina","ITS1"
"2487","NEF_GloFung-its1_288_2018","GF01013336S","Illumina","ITS1"
"2488","NEF_GloFung-its1_288_2018","GF01013335S","Illumina","ITS1"
"2489","NEF_GloFung-its1_288_2018","GF01013334S","Illumina","ITS1"
"2490","NEF_GloFung-its1_288_2018","GF01013333S","Illumina","ITS1"
"2491","NEF_GloFung-its1_288_2018","GF01013332S","Illumina","ITS1"
"2492","NEF_GloFung-its1_288_2018","GF01013331S","Illumina","ITS1"
"2493","NEF_GloFung-its1_288_2018","GF01013330S","Illumina","ITS1"
"2494","NEF_GloFung-its1_288_2018","GF01013329S","Illumina","ITS1"
"2495","NEF_GloFung-its1_288_2018","GF01013328S","Illumina","ITS1"
"2496","NEF_GloFung-its1_288_2018","GF01013327S","Illumina","ITS1"
"2497","NEF_GloFung-its1_288_2018","GF01013326S","Illumina","ITS1"
"2498","NEF_GloFung-its1_288_2018","GF01013325S","Illumina","ITS1"
"2499","NEF_GloFung-its1_288_2018","GF01013324S","Illumina","ITS1"
"2500","NEF_GloFung-its1_288_2018","GF01013323S","Illumina","ITS1"
"2501","NEF_GloFung-its1_288_2018","GF01013322S","Illumina","ITS1"
"2502","NEF_GloFung-its1_288_2018","GF01013321S","Illumina","ITS1"
"2503","NEF_GloFung-its1_288_2018","GF01013320S","Illumina","ITS1"
"2504","NEF_GloFung-its1_288_2018","GF01013319S","Illumina","ITS1"
"2505","NEF_GloFung-its1_288_2018","GF01013318S","Illumina","ITS1"
"2506","NEF_GloFung-its1_288_2018","GF01013317S","Illumina","ITS1"
"2507","NEF_GloFung-its1_288_2018","GF01013316S","Illumina","ITS1"
"2508","NEF_GloFung-its1_288_2018","GF01013315S","Illumina","ITS1"
"2509","NEF_GloFung-its1_288_2018","GF01013314S","Illumina","ITS1"
"2510","NEF_GloFung-its1_288_2018","GF01013313S","Illumina","ITS1"
"2511","NEF_GloFung-its1_288_2018","GF01013312S","Illumina","ITS1"
"2512","NEF_GloFung-its1_288_2018","GF01013311S","Illumina","ITS1"
"2513","NEF_GloFung-its1_288_2018","GF01013310S","Illumina","ITS1"
"2514","NEF_GloFung-its1_288_2018","GF01013309S","Illumina","ITS1"
"2515","NEF_GloFung-its1_288_2018","GF01013308S","Illumina","ITS1"
"2516","NEF_GloFung-its1_288_2018","GF01013307S","Illumina","ITS1"
"2517","NEF_GloFung-its1_288_2018","GF01013306S","Illumina","ITS1"
"2518","NEF_GloFung-its1_288_2018","GF01013305S","Illumina","ITS1"
"2519","NEF_GloFung-its1_288_2018","GF01013304S","Illumina","ITS1"
"2520","NEF_GloFung-its1_288_2018","GF01013303S","Illumina","ITS1"
"2521","NEF_GloFung-its1_288_2018","GF01013302S","Illumina","ITS1"
"2522","NEF_GloFung-its1_288_2018","GF01013301S","Illumina","ITS1"
"2523","NEF_GloFung-its1_288_2018","GF01013300S","Illumina","ITS1"
"2524","NEF_GloFung-its1_288_2018","GF01013299S","Illumina","ITS1"
"2525","NEF_GloFung-its1_288_2018","GF01013298S","Illumina","ITS1"
"2526","NEF_GloFung-its1_288_2018","GF01013297S","Illumina","ITS1"
"2527","NEF_GloFung-its1_288_2018","GF01013296S","Illumina","ITS1"
"2528","NEF_GloFung-its1_288_2018","GF01013295S","Illumina","ITS1"
"2529","NEF_GloFung-its1_288_2018","GF01013294S","Illumina","ITS1"
"2530","NEF_GloFung-its1_288_2018","GF01013293S","Illumina","ITS1"
"2531","NEF_GloFung-its1_288_2018","GF01013292S","Illumina","ITS1"
"2532","NEF_GloFung-its1_288_2018","GF01013291S","Illumina","ITS1"
"2533","NEF_GloFung-its1_288_2018","GF01013290S","Illumina","ITS1"
"2534","NEF_GloFung-its1_288_2018","GF01013289S","Illumina","ITS1"
"2535","NEF_GloFung-its1_288_2018","GF01013288S","Illumina","ITS1"
"2536","NEF_GloFung-its1_288_2018","GF01013287S","Illumina","ITS1"
"2537","NEF_GloFung-its1_288_2018","GF01013286S","Illumina","ITS1"
"2538","NEF_GloFung-its1_288_2018","GF01013285S","Illumina","ITS1"
"2539","NEF_GloFung-its1_288_2018","GF01013284S","Illumina","ITS1"
"2540","NEF_GloFung-its1_288_2018","GF01013283S","Illumina","ITS1"
"2541","NEF_GloFung-its1_288_2018","GF01013282S","Illumina","ITS1"
"2542","NEF_GloFung-its1_288_2018","GF01013281S","Illumina","ITS1"
"2543","NEF_GloFung-its1_652_2017","GF01012719S","Illumina","ITS1"
"2544","NEF_GloFung-its1_653_2017","GF01012718S","Illumina","ITS1"
"2545","NEF_GloFung-its1_654_2017","GF01012717S","Illumina","ITS1"
"2546","NEF_GloFung-its1_655_2013","GF01009654S","454Roche","ITS1"
"2547","NEF_GloFung-its1_656_2013","GF01009653S","454Roche","ITS1"
"2548","NEF_GloFung-its1_657_2013","GF01009652S","454Roche","ITS1"
"2549","NEF_GloFung-its1_658_2013","GF01009651S","454Roche","ITS1"
"2550","NEF_GloFung-its1_658_2013","GF01009650S","454Roche","ITS1"
"2551","NEF_GloFung-its1_659_2013","GF01009649S","454Roche","ITS1"
"2552","NEF_GloFung-its1_655_2013","GF01009648S","454Roche","ITS1"
"2553","NEF_GloFung-its1_660_2013","GF01009647S","454Roche","ITS1"
"2554","NEF_GloFung-its1_656_2013","GF01009646S","454Roche","ITS1"
"2555","NEF_GloFung-its1_657_2013","GF01009645S","454Roche","ITS1"
"2556","NEF_GloFung-its1_656_2013","GF01009644S","454Roche","ITS1"
"2557","NEF_GloFung-its1_655_2013","GF01009643S","454Roche","ITS1"
"2558","NEF_GloFung-its1_658_2013","GF01009642S","454Roche","ITS1"
"2559","NEF_GloFung-its1_655_2013","GF01009641S","454Roche","ITS1"
"2560","NEF_GloFung-its1_660_2013","GF01009640S","454Roche","ITS1"
"2561","NEF_GloFung-its1_656_2013","GF01009639S","454Roche","ITS1"
"2562","NEF_GloFung-its1_657_2013","GF01009638S","454Roche","ITS1"
"2563","NEF_GloFung-its1_659_2013","GF01009637S","454Roche","ITS1"
"2564","NEF_GloFung-its1_656_2013","GF01009636S","454Roche","ITS1"
"2565","NEF_GloFung-its1_656_2013","GF01009635S","454Roche","ITS1"
"2566","NEF_GloFung-its1_657_2013","GF01009634S","454Roche","ITS1"
"2567","NEF_GloFung-its1_656_2013","GF01009633S","454Roche","ITS1"
"2568","NEF_GloFung-its1_661_2013","GF01009632S","454Roche","ITS1"
"2569","NEF_GloFung-its1_658_2013","GF01009631S","454Roche","ITS1"
"2570","NEF_GloFung-its1_657_2013","GF01009630S","454Roche","ITS1"
"2571","NEF_GloFung-its1_655_2013","GF01009629S","454Roche","ITS1"
"2572","NEF_GloFung-its1_660_2013","GF01009628S","454Roche","ITS1"
"2573","NEF_GloFung-its1_656_2013","GF01009627S","454Roche","ITS1"
"2574","NEF_GloFung-its1_661_2013","GF01009626S","454Roche","ITS1"
"2575","NEF_GloFung-its1_660_2013","GF01009625S","454Roche","ITS1"
"2576","NEF_GloFung-its1_658_2013","GF01009624S","454Roche","ITS1"
"2577","NEF_GloFung-its1_659_2013","GF01009623S","454Roche","ITS1"
"2578","NEF_GloFung-its1_657_2013","GF01009622S","454Roche","ITS1"
"2579","NEF_GloFung-its1_658_2013","GF01009621S","454Roche","ITS1"
"2580","NEF_GloFung-its1_659_2013","GF01009620S","454Roche","ITS1"
"2581","NEF_GloFung-its1_660_2013","GF01009619S","454Roche","ITS1"
"2582","NEF_GloFung-its1_661_2013","GF01009618S","454Roche","ITS1"
"2583","NEF_GloFung-its1_660_2013","GF01009617S","454Roche","ITS1"
"2584","NEF_GloFung-its1_659_2013","GF01009616S","454Roche","ITS1"
"2585","NEF_GloFung-its1_661_2013","GF01009615S","454Roche","ITS1"
"2586","NEF_GloFung-its1_661_2013","GF01009614S","454Roche","ITS1"
"2587","NEF_GloFung-its1_656_2013","GF01009613S","454Roche","ITS1"
"2588","NEF_GloFung-its1_659_2013","GF01009612S","454Roche","ITS1"
"2589","NEF_GloFung-its1_657_2013","GF01009611S","454Roche","ITS1"
"2590","NEF_GloFung-its1_655_2013","GF01009610S","454Roche","ITS1"
"2591","NEF_GloFung-its1_655_2013","GF01009609S","454Roche","ITS1"
"2592","NEF_GloFung-its1_658_2013","GF01009608S","454Roche","ITS1"
"2593","NEF_GloFung-its1_657_2013","GF01009607S","454Roche","ITS1"
"2594","NEF_GloFung-its1_659_2013","GF01009606S","454Roche","ITS1"
"2595","NEF_GloFung-its1_659_2013","GF01009605S","454Roche","ITS1"
"2596","NEF_GloFung-its1_655_2013","GF01009604S","454Roche","ITS1"
"2597","NEF_GloFung-its1_661_2013","GF01009603S","454Roche","ITS1"
"2598","NEF_GloFung-its1_658_2013","GF01009602S","454Roche","ITS1"
"2599","NEF_GloFung-its1_660_2013","GF01009601S","454Roche","ITS1"
"2600","NEF_GloFung-its1_656_2013","GF01009600S","454Roche","ITS1"
"2601","NEF_GloFung-its1_660_2013","GF01009599S","454Roche","ITS1"
"2602","NEF_GloFung-its1_661_2013","GF01009598S","454Roche","ITS1"
"2603","NEF_GloFung-its1_661_2013","GF01009597S","454Roche","ITS1"
"2604","NEF_GloFung-its1_655_2013","GF01009596S","454Roche","ITS1"
"2605","NEF_GloFung-its1_659_2013","GF01009595S","454Roche","ITS1"
"2606","NEF_GloFung-its1_661_2013","GF01009594S","454Roche","ITS1"
"2607","NEF_GloFung-its1_661_2013","GF01009593S","454Roche","ITS1"
"2608","NEF_GloFung-its1_658_2013","GF01009592S","454Roche","ITS1"
"2609","NEF_GloFung-its1_660_2013","GF01009591S","454Roche","ITS1"
"2610","NEF_GloFung-its1_657_2013","GF01009590S","454Roche","ITS1"
"2611","NEF_GloFung-its1_660_2013","GF01009589S","454Roche","ITS1"
"1","NEF_GloFung-its2_1_2023","GF05031200S","Illumina","ITS2"
"2","NEF_GloFung-its2_2_2023","GF05031199S","Illumina","ITS2"
"3","NEF_GloFung-its2_3_2023","GF05031198S","Illumina","ITS2"
"4","NEF_GloFung-its2_3_2023","GF05031197S","Illumina","ITS2"
"5","NEF_GloFung-its2_4_2023","GF05031196S","Illumina","ITS2"
"6","NEF_GloFung-its2_5_2023","GF05031195S","Illumina","ITS2"
"7","NEF_GloFung-its2_5_2023","GF05031194S","Illumina","ITS2"
"8","NEF_GloFung-its2_6_2023","GF05031193S","Illumina","ITS2"
"9","NEF_GloFung-its2_7_2023","GF05031192S","Illumina","ITS2"
"10","NEF_GloFung-its2_8_2023","GF05031191S","Illumina","ITS2"
"11","NEF_GloFung-its2_8_2023","GF05031190S","Illumina","ITS2"
"12","NEF_GloFung-its2_7_2023","GF05031189S","Illumina","ITS2"
"13","NEF_GloFung-its2_2_2023","GF05031188S","Illumina","ITS2"
"14","NEF_GloFung-its2_9_2023","GF05031187S","Illumina","ITS2"
"15","NEF_GloFung-its2_10_2023","GF05031186S","Illumina","ITS2"
"16","NEF_GloFung-its2_10_2023","GF05031185S","Illumina","ITS2"
"17","NEF_GloFung-its2_11_2023","GF05031184S","Illumina","ITS2"
"18","NEF_GloFung-its2_12_2023","GF05031183S","Illumina","ITS2"
"19","NEF_GloFung-its2_13_2023","GF05031182S","Illumina","ITS2"
"20","NEF_GloFung-its2_14_2023","GF05031181S","Illumina","ITS2"
"21","NEF_GloFung-its2_15_2023","GF05031180S","Illumina","ITS2"
"22","NEF_GloFung-its2_16_2023","GF05031179S","Illumina","ITS2"
"23","NEF_GloFung-its2_17_2023","GF05031178S","Illumina","ITS2"
"24","NEF_GloFung-its2_18_2023","GF05031177S","Illumina","ITS2"
"25","NEF_GloFung-its2_17_2023","GF05031176S","Illumina","ITS2"
"26","NEF_GloFung-its2_19_2023","GF05031175S","Illumina","ITS2"
"27","NEF_GloFung-its2_20_2023","GF05031174S","Illumina","ITS2"
"28","NEF_GloFung-its2_21_2023","GF05031173S","Illumina","ITS2"
"29","NEF_GloFung-its2_20_2023","GF05031172S","Illumina","ITS2"
"30","NEF_GloFung-its2_22_2023","GF05031171S","Illumina","ITS2"
"31","NEF_GloFung-its2_23_2023","GF05031170S","Illumina","ITS2"
"32","NEF_GloFung-its2_24_2023","GF05031169S","Illumina","ITS2"
"33","NEF_GloFung-its2_25_2023","GF05031168S","Illumina","ITS2"
"34","NEF_GloFung-its2_25_2023","GF05031167S","Illumina","ITS2"
"35","NEF_GloFung-its2_26_2023","GF05031166S","Illumina","ITS2"
"36","NEF_GloFung-its2_27_2023","GF05031165S","Illumina","ITS2"
"37","NEF_GloFung-its2_28_2023","GF05031164S","Illumina","ITS2"
"38","NEF_GloFung-its2_28_2023","GF05031163S","Illumina","ITS2"
"39","NEF_GloFung-its2_27_2023","GF05031162S","Illumina","ITS2"
"40","NEF_GloFung-its2_29_2023","GF05031161S","Illumina","ITS2"
"41","NEF_GloFung-its2_30_2023","GF05031160S","Illumina","ITS2"
"42","NEF_GloFung-its2_31_2023","GF05031159S","Illumina","ITS2"
"43","NEF_GloFung-its2_32_2023","GF05031158S","Illumina","ITS2"
"44","NEF_GloFung-its2_33_2023","GF05031157S","Illumina","ITS2"
"45","NEF_GloFung-its2_26_2023","GF05031156S","Illumina","ITS2"
"46","NEF_GloFung-its2_34_2023","GF05031155S","Illumina","ITS2"
"47","NEF_GloFung-its2_35_2023","GF05031154S","Illumina","ITS2"
"48","NEF_GloFung-its2_3_2023","GF05031153S","Illumina","ITS2"
"49","NEF_GloFung-its2_36_2023","GF05031000S","Illumina","ITS2"
"50","NEF_GloFung-its2_36_2023","GF05030997S","Illumina","ITS2"
"51","NEF_GloFung-its2_36_2023","GF05030996S","Illumina","ITS2"
"52","NEF_GloFung-its2_36_2023","GF05030986S","Illumina","ITS2"
"53","NEF_GloFung-its2_36_2023","GF05030985S","Illumina","ITS2"
"54","NEF_GloFung-its2_36_2023","GF05030982S","Illumina","ITS2"
"55","NEF_GloFung-its2_36_2023","GF05030981S","Illumina","ITS2"
"56","NEF_GloFung-its2_36_2023","GF05030979S","Illumina","ITS2"
"57","NEF_GloFung-its2_36_2023","GF05030974S","Illumina","ITS2"
"58","NEF_GloFung-its2_36_2023","GF05030973S","Illumina","ITS2"
"59","NEF_GloFung-its2_36_2023","GF05030972S","Illumina","ITS2"
"60","NEF_GloFung-its2_36_2023","GF05030969S","Illumina","ITS2"
"61","NEF_GloFung-its2_36_2023","GF05030968S","Illumina","ITS2"
"62","NEF_GloFung-its2_36_2023","GF05030967S","Illumina","ITS2"
"63","NEF_GloFung-its2_36_2023","GF05030966S","Illumina","ITS2"
"64","NEF_GloFung-its2_36_2023","GF05030965S","Illumina","ITS2"
"65","NEF_GloFung-its2_36_2023","GF05030964S","Illumina","ITS2"
"66","NEF_GloFung-its2_36_2023","GF05030960S","Illumina","ITS2"
"67","NEF_GloFung-its2_36_2023","GF05030956S","Illumina","ITS2"
"68","NEF_GloFung-its2_36_2023","GF05030954S","Illumina","ITS2"
"69","NEF_GloFung-its2_36_2023","GF05030953S","Illumina","ITS2"
"70","NEF_GloFung-its2_36_2023","GF05030950S","Illumina","ITS2"
"71","NEF_GloFung-its2_36_2023","GF05030947S","Illumina","ITS2"
"72","NEF_GloFung-its2_36_2023","GF05030946S","Illumina","ITS2"
"73","NEF_GloFung-its2_36_2023","GF05030945S","Illumina","ITS2"
"74","NEF_GloFung-its2_36_2023","GF05030944S","Illumina","ITS2"
"75","NEF_GloFung-its2_36_2023","GF05030942S","Illumina","ITS2"
"76","NEF_GloFung-its2_36_2023","GF05030938S","Illumina","ITS2"
"77","NEF_GloFung-its2_36_2023","GF05030935S","Illumina","ITS2"
"78","NEF_GloFung-its2_36_2023","GF05030934S","Illumina","ITS2"
"79","NEF_GloFung-its2_36_2023","GF05030933S","Illumina","ITS2"
"80","NEF_GloFung-its2_36_2023","GF05030931S","Illumina","ITS2"
"81","NEF_GloFung-its2_36_2023","GF05030928S","Illumina","ITS2"
"82","NEF_GloFung-its2_36_2023","GF05030925S","Illumina","ITS2"
"83","NEF_GloFung-its2_36_2023","GF05030924S","Illumina","ITS2"
"84","NEF_GloFung-its2_36_2023","GF05030923S","Illumina","ITS2"
"142","NEF_GloFung-its2_65_2022","GF05028214S","Illumina","ITS2"
"143","NEF_GloFung-its2_65_2022","GF05028213S","Illumina","ITS2"
"144","NEF_GloFung-its2_65_2022","GF05028212S","Illumina","ITS2"
"145","NEF_GloFung-its2_65_2022","GF05028211S","Illumina","ITS2"
"146","NEF_GloFung-its2_65_2022","GF05028210S","Illumina","ITS2"
"147","NEF_GloFung-its2_65_2022","GF05028209S","Illumina","ITS2"
"148","NEF_GloFung-its2_65_2022","GF05028208S","Illumina","ITS2"
"149","NEF_GloFung-its2_65_2022","GF05028207S","Illumina","ITS2"
"150","NEF_GloFung-its2_65_2022","GF05028206S","Illumina","ITS2"
"151","NEF_GloFung-its2_65_2022","GF05028205S","Illumina","ITS2"
"152","NEF_GloFung-its2_65_2022","GF05028204S","Illumina","ITS2"
"153","NEF_GloFung-its2_65_2022","GF05028203S","Illumina","ITS2"
"154","NEF_GloFung-its2_66_2022","GF05028202S","Illumina","ITS2"
"155","NEF_GloFung-its2_66_2022","GF05028201S","Illumina","ITS2"
"156","NEF_GloFung-its2_66_2022","GF05028200S","Illumina","ITS2"
"157","NEF_GloFung-its2_66_2022","GF05028199S","Illumina","ITS2"
"158","NEF_GloFung-its2_66_2022","GF05028198S","Illumina","ITS2"
"159","NEF_GloFung-its2_66_2022","GF05028197S","Illumina","ITS2"
"160","NEF_GloFung-its2_66_2022","GF05028196S","Illumina","ITS2"
"161","NEF_GloFung-its2_66_2022","GF05028195S","Illumina","ITS2"
"162","NEF_GloFung-its2_66_2022","GF05028194S","Illumina","ITS2"
"163","NEF_GloFung-its2_66_2022","GF05028193S","Illumina","ITS2"
