"","new.ID","PermanentID","sequencing_platform","NEF.dataset"
"17731","NEF_GloFung-its2_754_2014","GF01014665S","454Roche","ITS2"
"17761","NEF_GloFung-its2_756_2014","GF01014640S","454Roche","ITS2"
"17771","NEF_GloFung-its2_757_2014","GF01014636S","454Roche","ITS2"
"17781","NEF_GloFung-its2_758_2014","GF01014627S","454Roche","ITS2"
"17801","NEF_GloFung-its2_149_2014","GF01014619S","454Roche","ITS2"
"17821","NEF_GloFung-its2_761_2014","GF01014603S","454Roche","ITS2"
"17831","NEF_GloFung-its2_762_2014","GF01014602S","454Roche","ITS2"
"17841","NEF_GloFung-its2_763_2014","GF01014596S","454Roche","ITS2"
"17851","NEF_GloFung-its2_119_2014","GF01014588S","454Roche","ITS2"
"17861","NEF_GloFung-its2_764_2014","GF01014587S","454Roche","ITS2"
"17871","NEF_GloFung-its2_176_2014","GF01014585S","454Roche","ITS2"
"17901","NEF_GloFung-its2_767_2014","GF01014577S","454Roche","ITS2"
"17911","NEF_GloFung-its2_768_2014","GF01014575S","454Roche","ITS2"
"17931","NEF_GloFung-its2_770_2014","GF01014569S","454Roche","ITS2"
"17941","NEF_GloFung-its2_771_2014","GF01014568S","454Roche","ITS2"
"17951","NEF_GloFung-its2_772_2014","GF01014558S","454Roche","ITS2"
"17961","NEF_GloFung-its2_773_2014","GF01014557S","454Roche","ITS2"
"17971","NEF_GloFung-its2_774_2014","GF01014556S","454Roche","ITS2"
"18011","NEF_GloFung-its2_155_2014","GF01014545S","454Roche","ITS2"
"18021","NEF_GloFung-its2_120_2014","GF01014541S","454Roche","ITS2"
"18041","NEF_GloFung-its2_777_2014","GF01014528S","454Roche","ITS2"
"18051","NEF_GloFung-its2_336_2014","GF01014522S","454Roche","ITS2"
"18061","NEF_GloFung-its2_778_2014","GF01014516S","454Roche","ITS2"
"18111","NEF_GloFung-its2_783_2014","GF01014485S","454Roche","ITS2"
"18631","NEF_GloFung-its2_786_2017","GF01013586S","454Roche","ITS2"
"18641","NEF_GloFung-its2_786_2017","GF01013577S","454Roche","ITS2"
"18651","NEF_GloFung-its2_786_2017","GF01013573S","454Roche","ITS2"
"18661","NEF_GloFung-its2_786_2017","GF01013566S","454Roche","ITS2"
"18671","NEF_GloFung-its2_786_2017","GF01013564S","454Roche","ITS2"
"18681","NEF_GloFung-its2_786_2017","GF01013561S","454Roche","ITS2"
"18691","NEF_GloFung-its2_786_2017","GF01013552S","454Roche","ITS2"
"18701","NEF_GloFung-its2_786_2017","GF01013551S","454Roche","ITS2"
"18711","NEF_GloFung-its2_786_2017","GF01013547S","454Roche","ITS2"
"18721","NEF_GloFung-its2_786_2017","GF01013545S","454Roche","ITS2"
"18731","NEF_GloFung-its2_786_2017","GF01013544S","454Roche","ITS2"
"18741","NEF_GloFung-its2_786_2017","GF01013543S","454Roche","ITS2"
"18751","NEF_GloFung-its2_786_2017","GF01013541S","454Roche","ITS2"
"18761","NEF_GloFung-its2_786_2017","GF01013537S","454Roche","ITS2"
"18771","NEF_GloFung-its2_786_2017","GF01013534S","454Roche","ITS2"
"18781","NEF_GloFung-its2_786_2017","GF01013531S","454Roche","ITS2"
"18791","NEF_GloFung-its2_786_2017","GF01013527S","454Roche","ITS2"
"18801","NEF_GloFung-its2_786_2017","GF01013523S","454Roche","ITS2"
"18811","NEF_GloFung-its2_786_2017","GF01013521S","454Roche","ITS2"
"18821","NEF_GloFung-its2_786_2017","GF01013519S","454Roche","ITS2"
"18831","NEF_GloFung-its2_786_2017","GF01013514S","454Roche","ITS2"
"18841","NEF_GloFung-its2_786_2017","GF01013513S","454Roche","ITS2"
"18851","NEF_GloFung-its2_786_2017","GF01013512S","454Roche","ITS2"
"18861","NEF_GloFung-its2_786_2017","GF01013511S","454Roche","ITS2"
"18871","NEF_GloFung-its2_786_2017","GF01013508S","454Roche","ITS2"
"20091","NEF_GloFung-its2_788_2013","GF01009647S","454Roche","ITS2"
"20101","NEF_GloFung-its2_789_2013","GF01009646S","454Roche","ITS2"
"20111","NEF_GloFung-its2_789_2013","GF01009644S","454Roche","ITS2"
"20121","NEF_GloFung-its2_790_2013","GF01009643S","454Roche","ITS2"
"20131","NEF_GloFung-its2_791_2013","GF01009642S","454Roche","ITS2"
"20141","NEF_GloFung-its2_788_2013","GF01009640S","454Roche","ITS2"
"20151","NEF_GloFung-its2_789_2013","GF01009639S","454Roche","ITS2"
"20161","NEF_GloFung-its2_792_2013","GF01009638S","454Roche","ITS2"
"20171","NEF_GloFung-its2_789_2013","GF01009636S","454Roche","ITS2"
"20181","NEF_GloFung-its2_789_2013","GF01009635S","454Roche","ITS2"
"20191","NEF_GloFung-its2_792_2013","GF01009634S","454Roche","ITS2"
"20201","NEF_GloFung-its2_789_2013","GF01009633S","454Roche","ITS2"
"20211","NEF_GloFung-its2_793_2013","GF01009632S","454Roche","ITS2"
"20221","NEF_GloFung-its2_791_2013","GF01009631S","454Roche","ITS2"
"20231","NEF_GloFung-its2_792_2013","GF01009630S","454Roche","ITS2"
"20241","NEF_GloFung-its2_790_2013","GF01009629S","454Roche","ITS2"
"20251","NEF_GloFung-its2_788_2013","GF01009628S","454Roche","ITS2"
"20261","NEF_GloFung-its2_789_2013","GF01009627S","454Roche","ITS2"
"20271","NEF_GloFung-its2_793_2013","GF01009626S","454Roche","ITS2"
"20281","NEF_GloFung-its2_788_2013","GF01009625S","454Roche","ITS2"
"20291","NEF_GloFung-its2_791_2013","GF01009624S","454Roche","ITS2"
"20301","NEF_GloFung-its2_794_2013","GF01009623S","454Roche","ITS2"
"20311","NEF_GloFung-its2_792_2013","GF01009622S","454Roche","ITS2"
"20321","NEF_GloFung-its2_791_2013","GF01009621S","454Roche","ITS2"
"20331","NEF_GloFung-its2_794_2013","GF01009620S","454Roche","ITS2"
"20341","NEF_GloFung-its2_788_2013","GF01009619S","454Roche","ITS2"
"20351","NEF_GloFung-its2_793_2013","GF01009618S","454Roche","ITS2"
"20361","NEF_GloFung-its2_788_2013","GF01009617S","454Roche","ITS2"
"20371","NEF_GloFung-its2_794_2013","GF01009616S","454Roche","ITS2"
"20381","NEF_GloFung-its2_793_2013","GF01009615S","454Roche","ITS2"
"20391","NEF_GloFung-its2_793_2013","GF01009614S","454Roche","ITS2"
"20401","NEF_GloFung-its2_789_2013","GF01009613S","454Roche","ITS2"
"20411","NEF_GloFung-its2_794_2013","GF01009612S","454Roche","ITS2"
"20421","NEF_GloFung-its2_792_2013","GF01009611S","454Roche","ITS2"
"20431","NEF_GloFung-its2_790_2013","GF01009610S","454Roche","ITS2"
"20441","NEF_GloFung-its2_790_2013","GF01009609S","454Roche","ITS2"
"20451","NEF_GloFung-its2_791_2013","GF01009608S","454Roche","ITS2"
"20461","NEF_GloFung-its2_792_2013","GF01009607S","454Roche","ITS2"
"20471","NEF_GloFung-its2_794_2013","GF01009606S","454Roche","ITS2"
"20481","NEF_GloFung-its2_794_2013","GF01009605S","454Roche","ITS2"
"20491","NEF_GloFung-its2_790_2013","GF01009604S","454Roche","ITS2"
"20501","NEF_GloFung-its2_793_2013","GF01009603S","454Roche","ITS2"
"20511","NEF_GloFung-its2_791_2013","GF01009602S","454Roche","ITS2"
"20521","NEF_GloFung-its2_788_2013","GF01009601S","454Roche","ITS2"
"20531","NEF_GloFung-its2_789_2013","GF01009600S","454Roche","ITS2"
"20541","NEF_GloFung-its2_788_2013","GF01009599S","454Roche","ITS2"
"20551","NEF_GloFung-its2_793_2013","GF01009598S","454Roche","ITS2"
"20561","NEF_GloFung-its2_793_2013","GF01009597S","454Roche","ITS2"
"20571","NEF_GloFung-its2_790_2013","GF01009596S","454Roche","ITS2"
"20581","NEF_GloFung-its2_794_2013","GF01009595S","454Roche","ITS2"
"20591","NEF_GloFung-its2_793_2013","GF01009594S","454Roche","ITS2"
"20601","NEF_GloFung-its2_793_2013","GF01009593S","454Roche","ITS2"
"20611","NEF_GloFung-its2_791_2013","GF01009592S","454Roche","ITS2"
"20621","NEF_GloFung-its2_788_2013","GF01009591S","454Roche","ITS2"
"20631","NEF_GloFung-its2_792_2013","GF01009590S","454Roche","ITS2"
"20641","NEF_GloFung-its2_788_2013","GF01009589S","454Roche","ITS2"
"2083","NEF_GloFung-its2_796_2017","GF01006197S","IonTorrent","ITS2"
"2084","NEF_GloFung-its2_797_2017","GF01006196S","IonTorrent","ITS2"
"2085","NEF_GloFung-its2_796_2017","GF01006195S","IonTorrent","ITS2"
"2086","NEF_GloFung-its2_798_2017","GF01006194S","IonTorrent","ITS2"
"2087","NEF_GloFung-its2_799_2017","GF01006193S","IonTorrent","ITS2"
"2088","NEF_GloFung-its2_800_2017","GF01006192S","IonTorrent","ITS2"
"2089","NEF_GloFung-its2_801_2017","GF01006191S","IonTorrent","ITS2"
"2090","NEF_GloFung-its2_796_2017","GF01006190S","IonTorrent","ITS2"
"2091","NEF_GloFung-its2_798_2017","GF01006189S","IonTorrent","ITS2"
"2092","NEF_GloFung-its2_802_2017","GF01006188S","IonTorrent","ITS2"
"2093","NEF_GloFung-its2_803_2017","GF01006187S","IonTorrent","ITS2"
"2094","NEF_GloFung-its2_796_2017","GF01006186S","IonTorrent","ITS2"
"2095","NEF_GloFung-its2_804_2017","GF01006185S","IonTorrent","ITS2"
"2096","NEF_GloFung-its2_802_2017","GF01006184S","IonTorrent","ITS2"
"2097","NEF_GloFung-its2_805_2017","GF01006183S","IonTorrent","ITS2"
"2098","NEF_GloFung-its2_796_2017","GF01006182S","IonTorrent","ITS2"
"2099","NEF_GloFung-its2_806_2017","GF01006181S","IonTorrent","ITS2"
"2100","NEF_GloFung-its2_798_2017","GF01006180S","IonTorrent","ITS2"
"2101","NEF_GloFung-its2_798_2017","GF01006179S","IonTorrent","ITS2"
"2102","NEF_GloFung-its2_800_2017","GF01006178S","IonTorrent","ITS2"
"2103","NEF_GloFung-its2_799_2017","GF01006177S","IonTorrent","ITS2"
"2104","NEF_GloFung-its2_800_2017","GF01006176S","IonTorrent","ITS2"
"2105","NEF_GloFung-its2_807_2017","GF01006175S","IonTorrent","ITS2"
"2106","NEF_GloFung-its2_797_2017","GF01006174S","IonTorrent","ITS2"
"2107","NEF_GloFung-its2_808_2017","GF01006173S","IonTorrent","ITS2"
"2108","NEF_GloFung-its2_800_2017","GF01006172S","IonTorrent","ITS2"
"2109","NEF_GloFung-its2_803_2017","GF01006171S","IonTorrent","ITS2"
"2110","NEF_GloFung-its2_805_2017","GF01006170S","IonTorrent","ITS2"
"2111","NEF_GloFung-its2_800_2017","GF01006169S","IonTorrent","ITS2"
"2112","NEF_GloFung-its2_799_2017","GF01006168S","IonTorrent","ITS2"
"2113","NEF_GloFung-its2_809_2017","GF01006167S","IonTorrent","ITS2"
"2114","NEF_GloFung-its2_796_2017","GF01006166S","IonTorrent","ITS2"
"2115","NEF_GloFung-its2_799_2017","GF01006165S","IonTorrent","ITS2"
"2116","NEF_GloFung-its2_799_2017","GF01006164S","IonTorrent","ITS2"
"2117","NEF_GloFung-its2_809_2017","GF01006163S","IonTorrent","ITS2"
"2118","NEF_GloFung-its2_808_2017","GF01006162S","IonTorrent","ITS2"
"2119","NEF_GloFung-its2_800_2017","GF01006161S","IonTorrent","ITS2"
"2120","NEF_GloFung-its2_810_2017","GF01006160S","IonTorrent","ITS2"
"2121","NEF_GloFung-its2_801_2017","GF01006159S","IonTorrent","ITS2"
"2122","NEF_GloFung-its2_800_2017","GF01006158S","IonTorrent","ITS2"
"2123","NEF_GloFung-its2_800_2017","GF01006157S","IonTorrent","ITS2"
"2124","NEF_GloFung-its2_803_2017","GF01006156S","IonTorrent","ITS2"
"2125","NEF_GloFung-its2_801_2017","GF01006155S","IonTorrent","ITS2"
"2126","NEF_GloFung-its2_801_2017","GF01006154S","IonTorrent","ITS2"
"2127","NEF_GloFung-its2_801_2017","GF01006153S","IonTorrent","ITS2"
"2128","NEF_GloFung-its2_801_2017","GF01006152S","IonTorrent","ITS2"
"2129","NEF_GloFung-its2_801_2017","GF01006151S","IonTorrent","ITS2"
"2130","NEF_GloFung-its2_801_2017","GF01006150S","IonTorrent","ITS2"
"2131","NEF_GloFung-its2_798_2017","GF01006149S","IonTorrent","ITS2"
"2132","NEF_GloFung-its2_801_2017","GF01006148S","IonTorrent","ITS2"
"2133","NEF_GloFung-its2_798_2017","GF01006147S","IonTorrent","ITS2"
"2134","NEF_GloFung-its2_803_2017","GF01006146S","IonTorrent","ITS2"
"2135","NEF_GloFung-its2_803_2017","GF01006145S","IonTorrent","ITS2"
"2136","NEF_GloFung-its2_803_2017","GF01006144S","IonTorrent","ITS2"
"2137","NEF_GloFung-its2_807_2017","GF01006143S","IonTorrent","ITS2"
"2138","NEF_GloFung-its2_801_2017","GF01006142S","IonTorrent","ITS2"
"2139","NEF_GloFung-its2_811_2017","GF01006141S","IonTorrent","ITS2"
"2140","NEF_GloFung-its2_811_2017","GF01006140S","IonTorrent","ITS2"
"2141","NEF_GloFung-its2_796_2017","GF01006139S","IonTorrent","ITS2"
"2142","NEF_GloFung-its2_812_2017","GF01006138S","IonTorrent","ITS2"
"2143","NEF_GloFung-its2_808_2017","GF01006137S","IonTorrent","ITS2"
"2144","NEF_GloFung-its2_803_2017","GF01006136S","IonTorrent","ITS2"
"2145","NEF_GloFung-its2_803_2017","GF01006135S","IonTorrent","ITS2"
"2146","NEF_GloFung-its2_808_2017","GF01006134S","IonTorrent","ITS2"
"2147","NEF_GloFung-its2_813_2017","GF01006133S","IonTorrent","ITS2"
"2148","NEF_GloFung-its2_798_2017","GF01006132S","IonTorrent","ITS2"
"2149","NEF_GloFung-its2_805_2017","GF01006131S","IonTorrent","ITS2"
"2150","NEF_GloFung-its2_803_2017","GF01006130S","IonTorrent","ITS2"
"2151","NEF_GloFung-its2_803_2017","GF01006129S","IonTorrent","ITS2"
"2152","NEF_GloFung-its2_813_2017","GF01006128S","IonTorrent","ITS2"
"2153","NEF_GloFung-its2_807_2017","GF01006127S","IonTorrent","ITS2"
"2154","NEF_GloFung-its2_808_2017","GF01006126S","IonTorrent","ITS2"
"2155","NEF_GloFung-its2_805_2017","GF01006125S","IonTorrent","ITS2"
"2156","NEF_GloFung-its2_813_2017","GF01006124S","IonTorrent","ITS2"
"2157","NEF_GloFung-its2_803_2017","GF01006123S","IonTorrent","ITS2"
"2158","NEF_GloFung-its2_805_2017","GF01006122S","IonTorrent","ITS2"
"2159","NEF_GloFung-its2_813_2017","GF01006121S","IonTorrent","ITS2"
"2160","NEF_GloFung-its2_806_2017","GF01006120S","IonTorrent","ITS2"
"2161","NEF_GloFung-its2_800_2017","GF01006119S","IonTorrent","ITS2"
"2162","NEF_GloFung-its2_801_2017","GF01006118S","IonTorrent","ITS2"
"2163","NEF_GloFung-its2_796_2017","GF01006117S","IonTorrent","ITS2"
"2164","NEF_GloFung-its2_813_2017","GF01006116S","IonTorrent","ITS2"
"2165","NEF_GloFung-its2_811_2017","GF01006115S","IonTorrent","ITS2"
"2166","NEF_GloFung-its2_803_2017","GF01006114S","IonTorrent","ITS2"
"2167","NEF_GloFung-its2_809_2017","GF01006113S","IonTorrent","ITS2"
"2168","NEF_GloFung-its2_807_2017","GF01006112S","IonTorrent","ITS2"
"2169","NEF_GloFung-its2_802_2017","GF01006111S","IonTorrent","ITS2"
"2170","NEF_GloFung-its2_796_2017","GF01006110S","IonTorrent","ITS2"
"2171","NEF_GloFung-its2_811_2017","GF01006109S","IonTorrent","ITS2"
"2172","NEF_GloFung-its2_813_2017","GF01006108S","IonTorrent","ITS2"
"2173","NEF_GloFung-its2_801_2017","GF01006107S","IonTorrent","ITS2"
"2174","NEF_GloFung-its2_798_2017","GF01006106S","IonTorrent","ITS2"
"2175","NEF_GloFung-its2_798_2017","GF01006105S","IonTorrent","ITS2"
"2176","NEF_GloFung-its2_804_2017","GF01006104S","IonTorrent","ITS2"
"2177","NEF_GloFung-its2_801_2017","GF01006103S","IonTorrent","ITS2"
"2178","NEF_GloFung-its2_801_2017","GF01006102S","IonTorrent","ITS2"
"2179","NEF_GloFung-its2_801_2017","GF01006101S","IonTorrent","ITS2"
"2180","NEF_GloFung-its2_813_2017","GF01006100S","IonTorrent","ITS2"
"2181","NEF_GloFung-its2_803_2017","GF01006099S","IonTorrent","ITS2"
"2182","NEF_GloFung-its2_813_2017","GF01006098S","IonTorrent","ITS2"
"2183","NEF_GloFung-its2_798_2017","GF01006097S","IonTorrent","ITS2"
"2184","NEF_GloFung-its2_800_2017","GF01006096S","IonTorrent","ITS2"
"2185","NEF_GloFung-its2_801_2017","GF01006095S","IonTorrent","ITS2"
"2186","NEF_GloFung-its2_808_2017","GF01006094S","IonTorrent","ITS2"
"2187","NEF_GloFung-its2_807_2017","GF01006093S","IonTorrent","ITS2"
"2188","NEF_GloFung-its2_811_2017","GF01006092S","IonTorrent","ITS2"
"2189","NEF_GloFung-its2_811_2017","GF01006091S","IonTorrent","ITS2"
"2190","NEF_GloFung-its2_801_2017","GF01006090S","IonTorrent","ITS2"
"2191","NEF_GloFung-its2_800_2017","GF01006089S","IonTorrent","ITS2"
"2192","NEF_GloFung-its2_807_2017","GF01006088S","IonTorrent","ITS2"
"2193","NEF_GloFung-its2_800_2017","GF01006087S","IonTorrent","ITS2"
"2194","NEF_GloFung-its2_805_2017","GF01006086S","IonTorrent","ITS2"
"2195","NEF_GloFung-its2_798_2017","GF01006085S","IonTorrent","ITS2"
"2196","NEF_GloFung-its2_807_2017","GF01006084S","IonTorrent","ITS2"
"2197","NEF_GloFung-its2_799_2017","GF01006083S","IonTorrent","ITS2"
"2198","NEF_GloFung-its2_799_2017","GF01006082S","IonTorrent","ITS2"
"2199","NEF_GloFung-its2_803_2017","GF01006081S","IonTorrent","ITS2"
"2200","NEF_GloFung-its2_814_2017","GF01006080S","IonTorrent","ITS2"
"2201","NEF_GloFung-its2_812_2017","GF01006079S","IonTorrent","ITS2"
"2202","NEF_GloFung-its2_800_2017","GF01006078S","IonTorrent","ITS2"
"2203","NEF_GloFung-its2_799_2017","GF01006077S","IonTorrent","ITS2"
"2204","NEF_GloFung-its2_807_2017","GF01006076S","IonTorrent","ITS2"
"2205","NEF_GloFung-its2_801_2017","GF01006075S","IonTorrent","ITS2"
"2206","NEF_GloFung-its2_801_2017","GF01006074S","IonTorrent","ITS2"
"2207","NEF_GloFung-its2_800_2017","GF01006073S","IonTorrent","ITS2"
"2208","NEF_GloFung-its2_807_2017","GF01006072S","IonTorrent","ITS2"
"2209","NEF_GloFung-its2_815_2017","GF01006071S","IonTorrent","ITS2"
"2210","NEF_GloFung-its2_798_2017","GF01006070S","IonTorrent","ITS2"
"2211","NEF_GloFung-its2_807_2017","GF01006069S","IonTorrent","ITS2"
"2212","NEF_GloFung-its2_811_2017","GF01006068S","IonTorrent","ITS2"
"2213","NEF_GloFung-its2_803_2017","GF01006067S","IonTorrent","ITS2"
"2214","NEF_GloFung-its2_796_2017","GF01006066S","IonTorrent","ITS2"
"2215","NEF_GloFung-its2_796_2017","GF01006065S","IonTorrent","ITS2"
"2216","NEF_GloFung-its2_805_2017","GF01006064S","IonTorrent","ITS2"
"2217","NEF_GloFung-its2_808_2017","GF01006063S","IonTorrent","ITS2"
"2218","NEF_GloFung-its2_798_2017","GF01006062S","IonTorrent","ITS2"
"2219","NEF_GloFung-its2_808_2017","GF01006061S","IonTorrent","ITS2"
"2220","NEF_GloFung-its2_798_2017","GF01006060S","IonTorrent","ITS2"
"2221","NEF_GloFung-its2_807_2017","GF01006059S","IonTorrent","ITS2"
"2222","NEF_GloFung-its2_808_2017","GF01006058S","IonTorrent","ITS2"
"2273","NEF_GloFung-its2_678_2015","GF01004853S","Illumina","ITS2"
"2275","NEF_GloFung-its2_827_2015","GF01004831S","Illumina","ITS2"
"2280","NEF_GloFung-its2_678_2015","GF01004805S","Illumina","ITS2"
"2281","NEF_GloFung-its2_677_2015","GF01004802S","Illumina","ITS2"
"2287","NEF_GloFung-its2_672_2015","GF01004780S","Illumina","ITS2"
"2288","NEF_GloFung-its2_830_2015","GF01004778S","Illumina","ITS2"
"2292","NEF_GloFung-its2_672_2015","GF01004760S","Illumina","ITS2"
"2295","NEF_GloFung-its2_827_2015","GF01004751S","Illumina","ITS2"
"2298","NEF_GloFung-its2_677_2015","GF01004726S","Illumina","ITS2"
"23021","NEF_GloFung-its2_830_2015","GF01004718S","Illumina","ITS2"
"23601","NEF_GloFung-its2_841_2016","GF01000691S","Illumina","ITS2"
"23611","NEF_GloFung-its2_842_2016","GF01000690S","Illumina","ITS2"
"23621","NEF_GloFung-its2_843_2016","GF01000689S","Illumina","ITS2"
"23631","NEF_GloFung-its2_844_2016","GF01000688S","Illumina","ITS2"
"23641","NEF_GloFung-its2_845_2016","GF01000687S","Illumina","ITS2"
"23651","NEF_GloFung-its2_846_2016","GF01000686S","Illumina","ITS2"
"23661","NEF_GloFung-its2_847_2016","GF01000685S","Illumina","ITS2"
"23671","NEF_GloFung-its2_848_2016","GF01000684S","Illumina","ITS2"
"23681","NEF_GloFung-its2_849_2016","GF01000683S","Illumina","ITS2"
"23691","NEF_GloFung-its2_850_2016","GF01000682S","Illumina","ITS2"
"23701","NEF_GloFung-its2_851_2016","GF01000681S","Illumina","ITS2"
"23711","NEF_GloFung-its2_852_2016","GF01000680S","Illumina","ITS2"
"23721","NEF_GloFung-its2_853_2016","GF01000679S","Illumina","ITS2"
"23731","NEF_GloFung-its2_854_2016","GF01000678S","Illumina","ITS2"
"23741","NEF_GloFung-its2_855_2016","GF01000677S","Illumina","ITS2"
"23751","NEF_GloFung-its2_856_2016","GF01000676S","Illumina","ITS2"
"23761","NEF_GloFung-its2_857_2016","GF01000675S","Illumina","ITS2"
"23771","NEF_GloFung-its2_858_2016","GF01000674S","Illumina","ITS2"
"23781","NEF_GloFung-its2_859_2016","GF01000673S","Illumina","ITS2"
"23791","NEF_GloFung-its2_860_2016","GF01000672S","Illumina","ITS2"
"23801","NEF_GloFung-its2_861_2016","GF01000671S","Illumina","ITS2"
"266","NEF_GloFung-its1_64_2022","GF05013247S","PacBio","ITS_both"
"267","NEF_GloFung-its1_65_2022","GF05013241S","PacBio","ITS_both"
"268","NEF_GloFung-its1_66_2022","GF05013235S","PacBio","ITS_both"
"269","NEF_GloFung-its1_68_2022","GF05013224S","PacBio","ITS_both"
"270","NEF_GloFung-its1_69_2022","GF05013214S","PacBio","ITS_both"
"271","NEF_GloFung-its1_70_2022","GF05013205S","PacBio","ITS_both"
"272","NEF_GloFung-its1_71_2022","GF05013204S","PacBio","ITS_both"
"273","NEF_GloFung-its1_72_2022","GF05013199S","PacBio","ITS_both"
"274","NEF_GloFung-its1_74_2022","GF05013187S","PacBio","ITS_both"
"275","NEF_GloFung-its1_75_2022","GF05013176S","PacBio","ITS_both"
"276","NEF_GloFung-its1_76_2022","GF05013171S","PacBio","ITS_both"
"277","NEF_GloFung-its1_77_2022","GF05013170S","PacBio","ITS_both"
"278","NEF_GloFung-its1_78_2022","GF05013169S","PacBio","ITS_both"
"2791","NEF_GloFung-its1_79_2022","GF05013167S","PacBio","ITS_both"
"2801","NEF_GloFung-its1_80_2022","GF05013165S","PacBio","ITS_both"
"2811","NEF_GloFung-its1_81_2022","GF05013158S","PacBio","ITS_both"
"2821","NEF_GloFung-its1_83_2022","GF05013150S","PacBio","ITS_both"
"2831","NEF_GloFung-its1_84_2022","GF05013149S","PacBio","ITS_both"
"2841","NEF_GloFung-its1_85_2022","GF05013148S","PacBio","ITS_both"
"2851","NEF_GloFung-its1_86_2022","GF05013135S","PacBio","ITS_both"
"2861","NEF_GloFung-its1_87_2022","GF05013134S","PacBio","ITS_both"
"2871","NEF_GloFung-its1_88_2022","GF05013132S","PacBio","ITS_both"
"2881","NEF_GloFung-its1_89_2022","GF05013131S","PacBio","ITS_both"
"2891","NEF_GloFung-its1_90_2022","GF05013130S","PacBio","ITS_both"
"2901","NEF_GloFung-its1_91_2022","GF05013126S","PacBio","ITS_both"
"2911","NEF_GloFung-its1_92_2022","GF05013125S","PacBio","ITS_both"
"2921","NEF_GloFung-its1_93_2022","GF05013124S","PacBio","ITS_both"
"2931","NEF_GloFung-its1_94_2022","GF05013123S","PacBio","ITS_both"
"2941","NEF_GloFung-its1_95_2022","GF05013122S","PacBio","ITS_both"
"2951","NEF_GloFung-its1_96_2022","GF05013121S","PacBio","ITS_both"
"2961","NEF_GloFung-its1_97_2022","GF05013120S","PacBio","ITS_both"
"2971","NEF_GloFung-its1_98_2022","GF05013113S","PacBio","ITS_both"
"2981","NEF_GloFung-its1_99_2022","GF05013102S","PacBio","ITS_both"
"2991","NEF_GloFung-its1_100_2022","GF05013092S","PacBio","ITS_both"
"3001","NEF_GloFung-its1_101_2022","GF05013090S","PacBio","ITS_both"
"3011","NEF_GloFung-its1_102_2022","GF05013083S","PacBio","ITS_both"
"3021","NEF_GloFung-its1_96_2022","GF05013082S","PacBio","ITS_both"
"3031","NEF_GloFung-its1_103_2022","GF05013081S","PacBio","ITS_both"
"3041","NEF_GloFung-its1_104_2022","GF05013074S","PacBio","ITS_both"
"3051","NEF_GloFung-its1_105_2022","GF05013068S","PacBio","ITS_both"
"3061","NEF_GloFung-its1_106_2022","GF05013063S","PacBio","ITS_both"
"3071","NEF_GloFung-its1_107_2022","GF05013060S","PacBio","ITS_both"
"3081","NEF_GloFung-its1_108_2022","GF05013059S","PacBio","ITS_both"
"3091","NEF_GloFung-its1_109_2022","GF05013054S","PacBio","ITS_both"
"3101","NEF_GloFung-its1_111_2022","GF05013040S","PacBio","ITS_both"
"3111","NEF_GloFung-its1_112_2022","GF05013035S","PacBio","ITS_both"
"3121","NEF_GloFung-its1_113_2022","GF05012993S","PacBio","ITS_both"
"3131","NEF_GloFung-its1_114_2022","GF05012983S","PacBio","ITS_both"
"3141","NEF_GloFung-its1_93_2022","GF05012978S","PacBio","ITS_both"
"3151","NEF_GloFung-its1_115_2022","GF05012966S","PacBio","ITS_both"
"316","NEF_GloFung-its1_116_2022","GF05012963S","PacBio","ITS_both"
"317","NEF_GloFung-its1_117_2022","GF05012962S","PacBio","ITS_both"
"318","NEF_GloFung-its1_70_2022","GF05012955S","PacBio","ITS_both"
"319","NEF_GloFung-its1_118_2022","GF05012954S","PacBio","ITS_both"
"320","NEF_GloFung-its1_120_2022","GF05012936S","PacBio","ITS_both"
"321","NEF_GloFung-its1_121_2022","GF05012931S","PacBio","ITS_both"
"322","NEF_GloFung-its1_122_2022","GF05012928S","PacBio","ITS_both"
"323","NEF_GloFung-its1_141_2021","GF05001737V","PacBio","ITS_both"
"324","NEF_GloFung-its1_142_2021","GF05001736V","PacBio","ITS_both"
"325","NEF_GloFung-its1_143_2021","GF05001735V","PacBio","ITS_both"
"326","NEF_GloFung-its1_144_2021","GF05001734V","PacBio","ITS_both"
"327","NEF_GloFung-its1_145_2021","GF05001733V","PacBio","ITS_both"
"328","NEF_GloFung-its1_146_2021","GF05001732V","PacBio","ITS_both"
"329","NEF_GloFung-its1_147_2021","GF05001731V","PacBio","ITS_both"
"330","NEF_GloFung-its1_148_2021","GF05001730V","PacBio","ITS_both"
"331","NEF_GloFung-its1_149_2021","GF05001716V","PacBio","ITS_both"
"332","NEF_GloFung-its1_150_2021","GF05001715V","PacBio","ITS_both"
"333","NEF_GloFung-its1_151_2021","GF05001714V","PacBio","ITS_both"
"334","NEF_GloFung-its1_152_2021","GF05001713V","PacBio","ITS_both"
"335","NEF_GloFung-its1_153_2021","GF05001712V","PacBio","ITS_both"
"336","NEF_GloFung-its1_154_2021","GF05001711V","PacBio","ITS_both"
"337","NEF_GloFung-its1_155_2021","GF05001710V","PacBio","ITS_both"
"338","NEF_GloFung-its1_156_2021","GF05001709V","PacBio","ITS_both"
"339","NEF_GloFung-its1_157_2021","GF05001708V","PacBio","ITS_both"
